player_id,last_season,current_club_id,name,pretty_name,country_of_birth,country_of_citizenship,date_of_birth,position,sub_position,foot,height_in_cm,market_value_in_gbp,highest_market_value_in_gbp,url,age
485658,2021,1083,kirill-folmer,Kirill Folmer,Russia,Russia,2000-02-25,Midfield,midfield - Central Midfield,Left,178,360000.0,450000.0,https://www.transfermarkt.co.uk/kirill-folmer/profil/spieler/485658,21
334998,2021,65,robin-kehr,Robin Kehr,Germany,Germany,2000-02-22,Attack,attack - Centre-Forward,Left,189,135000.0,135000.0,https://www.transfermarkt.co.uk/robin-kehr/profil/spieler/334998,21
596813,2021,65,dickson-abiama,Dickson Abiama,Nigeria,Nigeria,1998-11-03,Attack,attack - Centre-Forward,Right,184,810000.0,810000.0,https://www.transfermarkt.co.uk/dickson-abiama/profil/spieler/596813,23
448177,2021,65,jessic-ngankam,Jessic Ngankam,Germany,Germany,2000-07-20,Attack,attack - Centre-Forward,Right,184,1080000.0,1080000.0,https://www.transfermarkt.co.uk/jessic-ngankam/profil/spieler/448177,21
410649,2021,65,afimico-pululu,Afimico Pululu,Angola,Angola,1999-03-23,Attack,attack - Centre-Forward,Left,175,1350000.0,2700000.0,https://www.transfermarkt.co.uk/afimico-pululu/profil/spieler/410649,22
138399,2021,41231,ibragim-tsallagov,Ibragim Tsallagov,UdSSR,Russia,1990-12-12,Midfield,midfield - Defensive Midfield,Right,179,2250000.0,2880000.0,https://www.transfermarkt.co.uk/ibragim-tsallagov/profil/spieler/138399,31
136181,2021,65,havard-nielsen,Havard Nielsen,Norway,Norway,1993-07-15,Attack,attack - Centre-Forward,Right,187,1080000.0,1800000.0,https://www.transfermarkt.co.uk/havard-nielsen/profil/spieler/136181,28
370287,2021,41231,dmitri-vorobyev,Dmitri Vorobyev,Russia,Russia,1997-11-28,Attack,attack - Centre-Forward,Right,184,450000.0,675000.0,https://www.transfermarkt.co.uk/dmitri-vorobyev/profil/spieler/370287,24
390379,2021,19789,mustafa-eskihellac,Mustafa Eskihellac,Turkey,Turkey,1997-05-05,Attack,attack - Right Winger,Right,175,810000.0,1350000.0,https://www.transfermarkt.co.uk/mustafa-eskihellac/profil/spieler/390379,24
306382,2021,19789,benjamin-tetteh,Benjamin Tetteh,Ghana,Ghana,1997-07-10,Attack,attack - Centre-Forward,Both,193,2069999.0,4050000.0,https://www.transfermarkt.co.uk/benjamin-tetteh/profil/spieler/306382,24
335725,2021,11688,shapi-suleymanov,Shapi Suleymanov,Russia,Russia,1999-12-16,Attack,attack - Right Winger,Left,171,3150000.0,10800000.0,https://www.transfermarkt.co.uk/shapi-suleymanov/profil/spieler/335725,22
987700,2021,16704,jonathan-okoronkwo,Jonathan Okoronkwo,Nigeria,Nigeria,2003-09-13,Attack,attack - Centre-Forward,Right,175,270000.0,270000.0,https://www.transfermarkt.co.uk/jonathan-okoronkwo/profil/spieler/987700,18
60577,2021,1010,nicolas-nkoulou,Nicolas Nkoulou,Cameroon,Cameroon,1990-03-27,Defender,Defender - Centre-Back,Right,184,3600000.0,18000000.0,https://www.transfermarkt.co.uk/nicolas-nkoulou/profil/spieler/60577,31
364861,2021,11688,fousseni-diabate,Fousseni Diabate,France,Mali,1995-10-18,Attack,attack - Right Winger,Left,175,2430000.0,2700000.0,https://www.transfermarkt.co.uk/fousseni-diabate/profil/spieler/364861,26
220650,2021,16704,vladimir-iljin,Vladimir Iljin,Russia,Russia,1992-05-20,Attack,attack - Centre-Forward,Right,187,900000.0,1980000.0,https://www.transfermarkt.co.uk/vladimir-iljin/profil/spieler/220650,29
701335,2021,11688,cihat-topatan,Cihat Topatan,Germany,Turkey,2001-07-19,Attack,attack - Left Winger,Left,171,23000.0,23000.0,https://www.transfermarkt.co.uk/cihat-topatan/profil/spieler/701335,20
666616,2021,16704,olakunle-olusegun,Olakunle Olusegun,Nigeria,Nigeria,2002-04-23,Attack,attack - Centre-Forward,Right,170,630000.0,630000.0,https://www.transfermarkt.co.uk/olakunle-olusegun/profil/spieler/666616,19
63200,2021,1132,ashley-barnes,Ashley Barnes,England,England,1989-10-30,Attack,attack - Centre-Forward,Right,185,1800000.0,9000000.0,https://www.transfermarkt.co.uk/ashley-barnes/profil/spieler/63200,32
418559,2021,16704,erik-botheim,Erik Botheim,Norway,Norway,2000-01-10,Attack,attack - Centre-Forward,Right,185,3600000.0,3600000.0,https://www.transfermarkt.co.uk/erik-botheim/profil/spieler/418559,21
101500,2021,1132,matej-vydra,Matej Vydra,CSSR,Czech Republic,1992-05-01,Attack,attack - Centre-Forward,Right,180,2700000.0,9000000.0,https://www.transfermarkt.co.uk/matej-vydra/profil/spieler/101500,29
228645,2021,1132,wout-weghorst,Wout Weghorst,Netherlands,Netherlands,1992-08-07,Attack,attack - Centre-Forward,Right,197,15300000.0,27000000.0,https://www.transfermarkt.co.uk/wout-weghorst/profil/spieler/228645,29
89231,2021,1132,johann-berg-gudmundsson,Johann Berg Gudmundsson,Iceland,Iceland,1990-10-27,Attack,attack - Right Winger,Left,186,2700000.0,9000000.0,https://www.transfermarkt.co.uk/johann-berg-gudmundsson/profil/spieler/89231,31
53360,2021,1132,jay-rodriguez,Jay Rodriguez,England,England,1989-07-29,Attack,attack - Centre-Forward,Right,185,2700000.0,11700000.0,https://www.transfermarkt.co.uk/jay-rodriguez/profil/spieler/53360,32
14221,2021,1132,aaron-lennon,Aaron Lennon,England,England,1987-04-16,Attack,attack - Right Winger,Right,165,900000.0,18900000.0,https://www.transfermarkt.co.uk/aaron-lennon/profil/spieler/14221,34
234781,2021,1132,maxwel-cornet,Maxwel Cornet,Cote d'Ivoire,Cote d'Ivoire,1996-09-27,Attack,attack - Left Winger,Left,179,12600000.0,16200000.0,https://www.transfermarkt.co.uk/maxwel-cornet/profil/spieler/234781,25
584769,2021,1132,dwight-mcneil,Dwight Mcneil,England,England,1999-11-22,Attack,attack - Left Winger,Left,183,19800000.0,22500000.0,https://www.transfermarkt.co.uk/dwight-mcneil/profil/spieler/584769,22
91317,2021,1132,ashley-westwood,Ashley Westwood,England,England,1990-04-01,Midfield,midfield - Defensive Midfield,Right,174,3600000.0,6300000.0,https://www.transfermarkt.co.uk/ashley-westwood/profil/spieler/91317,31
293569,2021,1132,josh-brownhill,Josh Brownhill,England,England,1995-12-19,Midfield,midfield - Central Midfield,Right,179,6300000.0,6300000.0,https://www.transfermarkt.co.uk/josh-brownhill/profil/spieler/293569,26
49755,2021,1132,dale-stephens,Dale Stephens,England,England,1989-06-12,Midfield,midfield - Central Midfield,Right,185,1350000.0,5400000.0,https://www.transfermarkt.co.uk/dale-stephens/profil/spieler/49755,32
40613,2021,1132,jack-cork,Jack Cork,England,England,1989-06-25,Midfield,midfield - Defensive Midfield,Right,185,2700000.0,13500000.0,https://www.transfermarkt.co.uk/jack-cork/profil/spieler/40613,32
102258,2021,1132,matthew-lowton,Matthew Lowton,England,England,1989-06-09,Defender,Defender - Right-Back,Right,180,1800000.0,4500000.0,https://www.transfermarkt.co.uk/matthew-lowton/profil/spieler/102258,32
43763,2021,1132,erik-pieters,Erik Pieters,Netherlands,Netherlands,1988-08-07,Defender,Defender - Left-Back,Left,183,900000.0,6300000.0,https://www.transfermarkt.co.uk/erik-pieters/profil/spieler/43763,33
214666,2021,1132,connor-roberts,Connor Roberts,Wales,Wales,1995-09-23,Defender,Defender - Right-Back,Right,175,2700000.0,4050000.0,https://www.transfermarkt.co.uk/connor-roberts/profil/spieler/214666,26
15773,2021,1132,phil-bardsley,Phil Bardsley,England,Scotland,1985-06-28,Defender,Defender - Right-Back,Right,180,270000.0,5400000.0,https://www.transfermarkt.co.uk/phil-bardsley/profil/spieler/15773,36
195633,2021,1132,charlie-taylor,Charlie Taylor,England,England,1993-09-18,Defender,Defender - Left-Back,Left,183,3600000.0,6300000.0,https://www.transfermarkt.co.uk/charlie-taylor/profil/spieler/195633,28
111114,2021,1132,kevin-long,Kevin Long,Ireland,Ireland,1990-08-18,Defender,Defender - Centre-Back,Right,188,900000.0,2250000.0,https://www.transfermarkt.co.uk/kevin-long/profil/spieler/111114,31
74810,2021,1132,ben-mee,Ben Mee,England,England,1989-09-21,Defender,Defender - Centre-Back,Left,180,3600000.0,9000000.0,https://www.transfermarkt.co.uk/ben-mee/profil/spieler/74810,32
469050,2021,1132,nathan-collins,Nathan Collins,Ireland,Ireland,2001-04-30,Defender,Defender - Centre-Back,Right,193,7200000.0,7200000.0,https://www.transfermarkt.co.uk/nathan-collins/profil/spieler/469050,20
236952,2021,126,ronaldo-mendes,Ronaldo Mendes,Brazil,Brazil,1992-08-16,Attack,midfield - Attacking Midfield,Left,171,225000.0,1350000.0,https://www.transfermarkt.co.uk/ronaldo-mendes/profil/spieler/236952,29
33952,2021,126,papiss-demba-cisse,Papiss Demba Cisse,Senegal,Senegal,1985-06-03,Attack,attack - Centre-Forward,Right,180,225000.0,17100000.0,https://www.transfermarkt.co.uk/papiss-demba-cisse/profil/spieler/33952,36
330876,2021,126,kubilay-kanatsizkus,Kubilay Kanatsizkus,Turkey,Turkey,1997-03-28,Attack,attack - Centre-Forward,Left,190,248000.0,1800000.0,https://www.transfermarkt.co.uk/kubilay-kanatsizkus/profil/spieler/330876,24
271787,2021,126,deniz-hummet,Deniz Hummet,Sweden,Turkey,1996-09-13,Attack,attack - Centre-Forward,Right,186,360000.0,473000.0,https://www.transfermarkt.co.uk/deniz-hummet/profil/spieler/271787,25
874737,2021,126,guvenc-usta,Guvenc Usta,Turkey,Turkey,2004-04-01,Attack,attack - Left Winger,Left,180,45000.0,45000.0,https://www.transfermarkt.co.uk/guvenc-usta/profil/spieler/874737,17
517376,2021,126,yusuf-sari,Yusuf Sari,France,Turkey,1998-11-20,Attack,attack - Right Winger,Left,168,1350000.0,1800000.0,https://www.transfermarkt.co.uk/yusuf-sari/profil/spieler/517376,23
173491,2021,126,joel-pohjanpalo,Joel Pohjanpalo,Finland,Finland,1994-09-13,Attack,attack - Centre-Forward,Right,186,2250000.0,2340000.0,https://www.transfermarkt.co.uk/joel-pohjanpalo/profil/spieler/173491,27
75471,2021,126,yannick-bolasie,Yannick Bolasie,France,DR Congo,1989-05-24,Attack,attack - Left Winger,Right,185,450000.0,18000000.0,https://www.transfermarkt.co.uk/yannick-bolasie/profil/spieler/75471,32
149446,2021,126,bryan-dabo,Bryan Dabo,France,Burkina Faso,1992-02-18,Midfield,midfield - Central Midfield,Right,187,495000.0,4050000.0,https://www.transfermarkt.co.uk/bryan-dabo/profil/spieler/149446,29
99186,2021,126,alper-potuk,Alper Potuk,Turkey,Turkey,1991-04-08,Attack,midfield - Attacking Midfield,Right,177,180000.0,8100000.0,https://www.transfermarkt.co.uk/alper-potuk/profil/spieler/99186,30
173504,2021,1132,james-tarkowski,James Tarkowski,England,England,1992-11-19,Defender,Defender - Centre-Back,Right,185,19800000.0,25200000.0,https://www.transfermarkt.co.uk/james-tarkowski/profil/spieler/173504,29
253316,2021,126,lebogang-phiri,Lebogang Phiri,South Africa,South Africa,1994-11-09,Midfield,midfield - Central Midfield,Right,173,540000.0,1350000.0,https://www.transfermarkt.co.uk/lebogang-phiri/profil/spieler/253316,27
262688,2021,126,aminu-umar,Aminu Umar,Nigeria,Nigeria,1995-03-06,Attack,attack - Left Winger,Right,174,450000.0,4280000.0,https://www.transfermarkt.co.uk/aminu-umar/profil/spieler/262688,26
33793,2021,126,gokhan-gonul,Gokhan Gonul,Turkey,Turkey,1985-01-04,Defender,Defender - Right-Back,Right,175,113000.0,10800000.0,https://www.transfermarkt.co.uk/gokhan-gonul/profil/spieler/33793,36
248271,2021,11688,umut-nayir,Umut Nayir,Turkey,Turkey,1993-06-28,Attack,attack - Centre-Forward,Right,191,630000.0,1080000.0,https://www.transfermarkt.co.uk/umut-nayir/profil/spieler/248271,28
337800,2021,126,gedson-fernandes,Gedson Fernandes,Sao Tome and Principe,Portugal,1999-01-09,Midfield,midfield - Central Midfield,Right,178,5850000.0,19800000.0,https://www.transfermarkt.co.uk/gedson-fernandes/profil/spieler/337800,22
59931,2021,126,eren-albayrak,Eren Albayrak,Turkey,Turkey,1991-04-23,Defender,Defender - Left-Back,Left,179,450000.0,2700000.0,https://www.transfermarkt.co.uk/eren-albayrak/profil/spieler/59931,30
155597,2021,126,erik-sabo,Erik Sabo,CSSR,Slovakia,1991-11-22,Midfield,midfield - Central Midfield,Right,187,653000.0,1530000.0,https://www.transfermarkt.co.uk/erik-sabo/profil/spieler/155597,30
157175,2021,126,selim-ay,Selim Ay,Turkey,Turkey,1991-07-31,Defender,Defender - Centre-Back,Right,184,113000.0,2700000.0,https://www.transfermarkt.co.uk/selim-ay/profil/spieler/157175,30
573981,2021,126,cemali-sertel,Cemali Sertel,Turkey,Turkey,2000-01-06,Defender,Defender - Left-Back,Left,186,900000.0,900000.0,https://www.transfermarkt.co.uk/cemali-sertel/profil/spieler/573981,21
341516,2021,126,ponck,Ponck,Cape Verde,Cape Verde,1995-01-13,Defender,Defender - Centre-Back,Right,183,360000.0,1530000.0,https://www.transfermarkt.co.uk/ponck/profil/spieler/341516,26
576566,2021,126,zafer-gorgen,Zafer Gorgen,Turkey,Turkey,2000-06-21,Goalkeeper,Goalkeeper,Right,189,90000.0,225000.0,https://www.transfermarkt.co.uk/zafer-gorgen/profil/spieler/576566,21
581890,2021,1132,lukas-jensen,Lukas Jensen,Denmark,Denmark,1999-03-18,Goalkeeper,Goalkeeper,Right,198,23000.0,23000.0,https://www.transfermarkt.co.uk/lukas-jensen/profil/spieler/581890,22
531332,2021,126,emirhan-topcu,Emirhan Topcu,Turkey,Turkey,2000-10-11,Defender,Defender - Centre-Back,Left,188,270000.0,270000.0,https://www.transfermarkt.co.uk/emirhan-topcu/profil/spieler/531332,21
285033,2021,1132,will-norris,Will Norris,England,England,1993-08-12,Goalkeeper,Goalkeeper,Right,190,360000.0,360000.0,https://www.transfermarkt.co.uk/will-norris/profil/spieler/285033,28
286170,2021,126,tarik-cetin,Tarik Cetin,Turkey,Turkey,1997-01-08,Goalkeeper,Goalkeeper,Right,193,293000.0,450000.0,https://www.transfermarkt.co.uk/tarik-cetin/profil/spieler/286170,24
45494,2021,1132,wayne-hennessey,Wayne Hennessey,Wales,Wales,1987-01-24,Goalkeeper,Goalkeeper,Right,197,720000.0,4950000.0,https://www.transfermarkt.co.uk/wayne-hennessey/profil/spieler/45494,34
223025,2021,126,gokhan-akkan,Gokhan Akkan,Turkey,Turkey,1995-01-01,Goalkeeper,Goalkeeper,Right,188,1350000.0,2880000.0,https://www.transfermarkt.co.uk/gokhan-akkan/profil/spieler/223025,26
192080,2021,1132,nick-pope,Nick Pope,England,England,1992-04-19,Goalkeeper,Goalkeeper,Right,198,13500000.0,13500000.0,https://www.transfermarkt.co.uk/nick-pope/profil/spieler/192080,29
185245,2021,16704,jhon-cordoba,Jhon Cordoba,Colombia,Colombia,1993-05-11,Attack,attack - Centre-Forward,Right,188,13500000.0,15300000.0,https://www.transfermarkt.co.uk/jhon-cordoba/profil/spieler/185245,28
600312,2021,16704,ruslan-apekov,Ruslan Apekov,Russia,Russia,2000-06-08,Attack,attack - Left Winger,Right,172,360000.0,360000.0,https://www.transfermarkt.co.uk/ruslan-apekov/profil/spieler/600312,21
410436,2021,1132,bailey-peacock-farrell,Bailey Peacock Farrell,England,Northern Ireland,1996-10-29,Goalkeeper,Goalkeeper,Left,194,900000.0,1350000.0,https://www.transfermarkt.co.uk/bailey-peacock-farrell/profil/spieler/410436,25
515744,2021,16704,eduard-spertsyan,Eduard Spertsyan,Russia,Armenia,2000-06-07,Attack,midfield - Attacking Midfield,Right,178,5400000.0,5400000.0,https://www.transfermarkt.co.uk/eduard-spertsyan/profil/spieler/515744,21
601856,2021,16704,bogdan-reichman,Bogdan Reichman,Ukraine,Russia,2002-05-26,Midfield,midfield - Central Midfield,Right,183,315000.0,315000.0,https://www.transfermarkt.co.uk/bogdan-reichman/profil/spieler/601856,19
312895,2021,16704,aleks-matsukatov,Aleks Matsukatov,Russia,Russia,1999-01-11,Midfield,midfield - Central Midfield,Right,180,360000.0,585000.0,https://www.transfermarkt.co.uk/aleks-matsukatov/profil/spieler/312895,22
55356,2021,16704,aleksey-ionov,Aleksey Ionov,UdSSR,Russia,1989-02-18,Attack,attack - Right Winger,Right,177,1800000.0,6300000.0,https://www.transfermarkt.co.uk/aleksey-ionov/profil/spieler/55356,32
746180,2021,16704,nikita-krivtsov,Nikita Krivtsov,Russia,Russia,2002-08-18,Attack,midfield - Attacking Midfield,Right,188,900000.0,900000.0,https://www.transfermarkt.co.uk/nikita-krivtsov/profil/spieler/746180,19
645682,2021,16704,vyacheslav-yakimov,Vyacheslav Yakimov,Russia,Russia,1998-01-05,Midfield,midfield - Defensive Midfield,Right,172,360000.0,360000.0,https://www.transfermarkt.co.uk/vyacheslav-yakimov/profil/spieler/645682,23
520060,2021,16704,sergey-volkov,Sergey Volkov,Russia,Russia,2002-09-09,Defender,Defender - Right-Back,Right,176,450000.0,450000.0,https://www.transfermarkt.co.uk/sergey-volkov/profil/spieler/520060,19
102581,2021,16704,sergey-petrov,Sergey Petrov,UdSSR,Russia,1991-01-02,Defender,Defender - Right-Back,Right,175,1620000.0,5400000.0,https://www.transfermarkt.co.uk/sergey-petrov/profil/spieler/102581,30
504001,2021,16704,oleg-isaenko,Oleg Isaenko,Russia,Russia,2000-01-31,Defender,Defender - Left-Back,Left,169,540000.0,540000.0,https://www.transfermarkt.co.uk/oleg-isaenko/profil/spieler/504001,21
187024,2021,16704,evgeniy-chernov,Evgeniy Chernov,Russia,Russia,1992-10-23,Defender,Defender - Left-Back,Left,180,900000.0,2520000.0,https://www.transfermarkt.co.uk/evgeniy-chernov/profil/spieler/187024,29
432112,2021,16704,aleksandr-chernikov,Aleksandr Chernikov,Russia,Russia,2000-02-01,Midfield,midfield - Defensive Midfield,Right,183,2250000.0,2250000.0,https://www.transfermarkt.co.uk/aleksandr-chernikov/profil/spieler/432112,21
189485,2021,16704,cristian-ramirez,Cristian Ramirez,Ecuador,Ecuador,1994-08-12,Defender,Defender - Left-Back,Left,174,4500000.0,6750000.0,https://www.transfermarkt.co.uk/cristian-ramirez/profil/spieler/189485,27
59352,2021,16704,aleksandr-martynovich,Aleksandr Martynovich,UdSSR,Belarus,1987-08-26,Defender,Defender - Centre-Back,Right,192,450000.0,3600000.0,https://www.transfermarkt.co.uk/aleksandr-martynovich/profil/spieler/59352,34
523363,2021,16704,kaio,Kaio,Brazil,Brazil,1995-09-18,Defender,Defender - Centre-Back,Right,183,1800000.0,2700000.0,https://www.transfermarkt.co.uk/kaio/profil/spieler/523363,26
601852,2021,16704,vyacheslav-litvinov,Vyacheslav Litvinov,Russia,Russia,2001-04-01,Defender,Defender - Centre-Back,Right,186,630000.0,630000.0,https://www.transfermarkt.co.uk/vyacheslav-litvinov/profil/spieler/601852,20
318403,2021,16704,sergey-borodin,Sergey Borodin,Russia,Russia,1999-01-30,Defender,Defender - Centre-Back,Left,187,540000.0,540000.0,https://www.transfermarkt.co.uk/sergey-borodin/profil/spieler/318403,22
159957,2021,16704,yuriy-gazinskiy,Yuriy Gazinskiy,UdSSR,Russia,1989-07-20,Midfield,midfield - Central Midfield,Right,184,1350000.0,9000000.0,https://www.transfermarkt.co.uk/yuriy-gazinskiy/profil/spieler/159957,32
288721,2021,16704,egor-sorokin,Egor Sorokin,Russia,Russia,1995-11-04,Defender,Defender - Centre-Back,Left,189,2250000.0,3600000.0,https://www.transfermarkt.co.uk/egor-sorokin/profil/spieler/288721,26
318470,2021,16704,matvey-safonov,Matvey Safonov,Russia,Russia,1999-02-25,Goalkeeper,Goalkeeper,Right,192,14400000.0,14400000.0,https://www.transfermarkt.co.uk/matvey-safonov/profil/spieler/318470,22
448854,2021,1010,emmanuel-dennis,Emmanuel Dennis,Nigeria,Nigeria,1997-11-15,Attack,attack - Centre-Forward,Right,175,7200000.0,15300000.0,https://www.transfermarkt.co.uk/emmanuel-dennis/profil/spieler/448854,24
459463,2021,1010,cucho-hernandez,Cucho Hernandez,Colombia,Colombia,1999-04-20,Attack,attack - Centre-Forward,Right,176,8100000.0,10800000.0,https://www.transfermarkt.co.uk/cucho-hernandez/profil/spieler/459463,22
617520,2021,16704,stanislav-agkatsev,Stanislav Agkatsev,Russia,Russia,2002-01-09,Goalkeeper,Goalkeeper,Right,189,540000.0,540000.0,https://www.transfermarkt.co.uk/stanislav-agkatsev/profil/spieler/617520,19
120565,2021,1010,andre-gray,Andre Gray,England,Jamaica,1991-06-26,Attack,attack - Centre-Forward,Right,178,1800000.0,13500000.0,https://www.transfermarkt.co.uk/andre-gray/profil/spieler/120565,30
626724,2021,1010,joao-pedro,Joao Pedro,Brazil,Brazil,2001-09-26,Attack,attack - Centre-Forward,Right,182,9000000.0,18000000.0,https://www.transfermarkt.co.uk/joao-pedro/profil/spieler/626724,20
410225,2021,1010,ismaila-sarr,Ismaila Sarr,Senegal,Senegal,1998-02-25,Attack,attack - Right Winger,Right,185,24300000.0,27000000.0,https://www.transfermarkt.co.uk/ismaila-sarr/profil/spieler/410225,23
271098,2021,1010,philip-zinckernagel,Philip Zinckernagel,Denmark,Denmark,1994-12-16,Attack,attack - Right Winger,Right,175,2700000.0,2700000.0,https://www.transfermarkt.co.uk/philip-zinckernagel/profil/spieler/271098,27
91059,2021,1010,joshua-king,Joshua King,Norway,Norway,1992-01-15,Attack,attack - Second Striker,Right,187,7200000.0,18000000.0,https://www.transfermarkt.co.uk/joshua-king/profil/spieler/91059,29
424051,2021,1010,samuel-kalu,Samuel Kalu,Nigeria,Nigeria,1997-08-26,Attack,attack - Right Winger,Right,177,4950000.0,9000000.0,https://www.transfermarkt.co.uk/samuel-kalu/profil/spieler/424051,24
38681,2021,16704,evgeniy-gorodov,Evgeniy Gorodov,UdSSR,Russia,1985-12-13,Goalkeeper,Goalkeeper,Right,189,180000.0,1080000.0,https://www.transfermarkt.co.uk/evgeniy-gorodov/profil/spieler/38681,36
74943,2021,1010,juraj-kucka,Juraj Kucka,CSSR,Slovakia,1987-02-26,Midfield,midfield - Central Midfield,Right,186,1800000.0,8100000.0,https://www.transfermarkt.co.uk/juraj-kucka/profil/spieler/74943,34
73484,2021,1010,tom-cleverley,Tom Cleverley,England,England,1989-08-12,Midfield,midfield - Central Midfield,Right,175,1800000.0,12600000.0,https://www.transfermarkt.co.uk/tom-cleverley/profil/spieler/73484,32
252345,2021,1010,ken-sema,Ken Sema,Sweden,Sweden,1993-09-30,Midfield,midfield - Left Midfield,Left,180,2700000.0,4500000.0,https://www.transfermarkt.co.uk/ken-sema/profil/spieler/252345,28
346472,2021,1010,tom-dele-bashiru,Tom Dele Bashiru,England,Nigeria,1999-09-17,Midfield,midfield - Central Midfield,Right,178,2250000.0,2250000.0,https://www.transfermarkt.co.uk/tom-dele-bashiru/profil/spieler/346472,22
391719,2021,1010,domingos-quina,Domingos Quina,Guinea-Bissau,Portugal,1999-11-18,Midfield,midfield - Central Midfield,Right,173,2250000.0,4500000.0,https://www.transfermarkt.co.uk/domingos-quina/profil/spieler/391719,22
635336,2021,1010,imran-louza,Imran Louza,France,Morocco,1999-05-01,Midfield,midfield - Central Midfield,Left,178,9000000.0,10800000.0,https://www.transfermarkt.co.uk/imran-louza/profil/spieler/635336,22
486477,2021,1010,edo-kayembe,Edo Kayembe,DR Congo,DR Congo,1998-06-03,Midfield,midfield - Defensive Midfield,Left,183,2700000.0,2700000.0,https://www.transfermarkt.co.uk/edo-kayembe/profil/spieler/486477,23
46001,2021,1010,moussa-sissoko,Moussa Sissoko,France,France,1989-08-16,Midfield,midfield - Central Midfield,Right,187,4500000.0,22500000.0,https://www.transfermarkt.co.uk/moussa-sissoko/profil/spieler/46001,32
711247,2021,1010,kwadwo-baah,Kwadwo Baah,Germany,Germany,2003-01-27,Attack,attack - Left Winger,Right,182,720000.0,720000.0,https://www.transfermarkt.co.uk/kwadwo-baah/profil/spieler/711247,18
76467,2021,1010,kiko-femenia,Kiko Femenia,Spain,Spain,1991-02-02,Defender,Defender - Right-Back,Right,171,2700000.0,5400000.0,https://www.transfermarkt.co.uk/kiko-femenia/profil/spieler/76467,30
503795,2021,1010,jeremy-ngakia,Jeremy Ngakia,England,DR Congo,2000-09-07,Defender,Defender - Right-Back,Right,184,3600000.0,3600000.0,https://www.transfermarkt.co.uk/jeremy-ngakia/profil/spieler/503795,21
624948,2021,1010,mattie-pollock,Mattie Pollock,England,England,2001-09-28,Defender,Defender - Centre-Back,Right,190,225000.0,225000.0,https://www.transfermarkt.co.uk/mattie-pollock/profil/spieler/624948,20
286949,2021,1010,adam-masina,Adam Masina,Morocco,Morocco,1994-01-02,Defender,Defender - Left-Back,Left,191,3600000.0,6300000.0,https://www.transfermarkt.co.uk/adam-masina/profil/spieler/286949,27
44983,2021,1010,dan-gosling,Dan Gosling,England,England,1990-02-01,Midfield,midfield - Central Midfield,Right,180,900000.0,3150000.0,https://www.transfermarkt.co.uk/dan-gosling/profil/spieler/44983,31
50174,2021,1010,danny-rose,Danny Rose,England,England,1990-07-02,Defender,Defender - Left-Back,Left,173,2250000.0,27000000.0,https://www.transfermarkt.co.uk/danny-rose/profil/spieler/50174,31
255744,2021,1010,samir,Samir,Brazil,Brazil,1994-12-05,Defender,Defender - Centre-Back,Left,188,4500000.0,6300000.0,https://www.transfermarkt.co.uk/samir/profil/spieler/255744,27
59606,2021,1010,craig-cathcart,Craig Cathcart,Northern Ireland,Northern Ireland,1989-02-06,Defender,Defender - Centre-Back,Right,189,1350000.0,4500000.0,https://www.transfermarkt.co.uk/craig-cathcart/profil/spieler/59606,32
81512,2021,1010,christian-kabasele,Christian Kabasele,Zaire,Belgium,1991-02-24,Defender,Defender - Centre-Back,Right,187,2700000.0,8100000.0,https://www.transfermarkt.co.uk/christian-kabasele/profil/spieler/81512,30
39037,2021,1010,rob-elliot,Rob Elliot,England,Ireland,1986-04-30,Goalkeeper,Goalkeeper,Left,190,180000.0,1350000.0,https://www.transfermarkt.co.uk/rob-elliot/profil/spieler/39037,35
192875,2021,1010,william-troost-ekong,William Troost Ekong,Netherlands,Nigeria,1993-09-01,Defender,Defender - Centre-Back,Right,191,4500000.0,4500000.0,https://www.transfermarkt.co.uk/william-troost-ekong/profil/spieler/192875,28
371436,2021,1010,francisco-sierralta,Francisco Sierralta,Chile,Chile,1997-05-06,Defender,Defender - Centre-Back,Right,192,1350000.0,1350000.0,https://www.transfermarkt.co.uk/francisco-sierralta/profil/spieler/371436,24
290017,2021,1010,hassane-kamara,Hassane Kamara,France,Cote d'Ivoire,1994-03-05,Defender,Defender - Left-Back,Left,168,5400000.0,7200000.0,https://www.transfermarkt.co.uk/hassane-kamara/profil/spieler/290017,27
13572,2021,1010,ben-foster,Ben Foster,England,England,1983-04-03,Goalkeeper,Goalkeeper,Left,193,270000.0,4950000.0,https://www.transfermarkt.co.uk/ben-foster/profil/spieler/13572,38
659782,2021,1467,ege-ozkayimoglu,Ege Ozkayimoglu,Turkey,Turkey,2001-07-18,Attack,attack - Centre-Forward,Right,185,158000.0,180000.0,https://www.transfermarkt.co.uk/ege-ozkayimoglu/profil/spieler/659782,20
98536,2021,1467,adis-jahovic,Adis Jahovic,Jugoslawien (SFR),North Macedonia,1987-03-18,Attack,attack - Centre-Forward,Right,191,248000.0,1580000.0,https://www.transfermarkt.co.uk/adis-jahovic/profil/spieler/98536,34
59783,2021,1467,franco-di-santo,Franco Di Santo,Argentina,Argentina,1989-04-07,Attack,attack - Centre-Forward,Right,193,360000.0,7650000.0,https://www.transfermarkt.co.uk/franco-di-santo/profil/spieler/59783,32
