country,pretty_name,position,market_value_in_gbp,age,LongitudeMeasure,LatitudeMeasure,value
Canada,Steven Vitoria,Defender,90000.0,34,-65.40998526723877,45.702418202943264,"90,000.0"
Canada,Ben Paton,Midfield,90000.0,21,-69.41956951978575,54.74919854725585,"90,000.0"
Canada,Harry Paton,Midfield,360000.0,23,-128.83379148196883,66.05708929153583,"360,000.0"
Canada,Fikayo Tomori,Defender,40500000.0,24,-86.30398939043108,73.5803185690823,"40,500,000.0"
Canada,Derek Cornelius,Defender,630000.0,24,-77.17699157430012,58.39680846305649,"630,000.0"
Canada,Jonathan De Guzman,Midfield,360000.0,34,-101.81678745170292,66.13027244971335,"360,000.0"
Canada,Cyle Larin,Attack,9000000.0,26,-113.71607876083948,62.02149696815795,"9,000,000.0"
Canada,Atiba Hutchinson,Midfield,248000.0,38,-100.4059603378119,72.35109500153894,"248,000.0"
Canada,Stephen Eustaquio,Midfield,4500000.0,25,-101.872376051255,53.32676628708101,"4,500,000.0"
Canada,Tajon Buchanan,Attack,8550000.0,22,-68.19903627163977,51.180129155848576,"8,550,000.0"
Canada,Bono,Goalkeeper,16200000.0,30,-85.56894410242145,49.60154964388852,"16,200,000.0"
Canada,Richlord Ennin,Attack,450000.0,23,-127.36823271272569,70.25149770651551,"450,000.0"
Kazakhstan,Alexander Merkel,Midfield,1350000.0,29,55.326286838931104,45.219698862968166,"1,350,000.0"
Kazakhstan,Ravil Tagir,Defender,1440000.0,18,71.41515341510814,47.40214077670662,"1,440,000.0"
Kazakhstan,Marat Bystrov,Defender,810000.0,29,59.37661059738695,47.6954793326193,"810,000.0"
Kazakhstan,Nuraly Alip,Defender,1350000.0,22,60.84619569599322,44.7679506677316,"1,350,000.0"
Kazakhstan,Bakhtiyor Zaynutdinov,Attack,3150000.0,23,68.88915495190129,46.88187285726645,"3,150,000.0"
Kazakhstan,Aleksandr Zuev,Attack,900000.0,25,68.45870604166142,53.18223162755024,"900,000.0"
Uzbekistan,Eldor Shomurodov,Attack,9000000.0,26,64.36101185802023,42.13264769610496,"9,000,000.0"
Uzbekistan,Waldemar Anton,Defender,5400000.0,25,66.6687220422733,38.2051926411768,"5,400,000.0"
Uzbekistan,Ibrokhimkhalil Yuldoshev,Defender,810000.0,20,64.05272103487671,43.32002590681116,"810,000.0"
Uzbekistan,Oston Urunov,Attack,630000.0,21,63.000386099100254,40.95276437098996,"630,000.0"
Indonesia,Emil Audero,Goalkeeper,6300000.0,24,115.75572137456994,-3.62032799020699,"6,300,000.0"
Argentina,Franco Di Santo,Attack,360000.0,32,-69.35866000546474,-38.52935401134886,"360,000.0"
Argentina,Gaston Campi,Defender,450000.0,30,-57.69986481865795,-28.04986843331412,"450,000.0"
Argentina,Diego Perotti,Attack,900000.0,33,-68.87435794868631,-43.19969346148591,"900,000.0"
Argentina,Federico Fazio,Defender,450000.0,34,-68.30090425809611,-24.527983709831854,"450,000.0"
Argentina,Salvador Sanchez,Defender,315000.0,26,-58.00988651737273,-27.686178612838965,"315,000.0"
Argentina,Jose Sosa,Midfield,270000.0,36,-69.76242460951033,-36.51723977121661,"270,000.0"
Argentina,Ignacio Pussetto,Attack,2700000.0,26,-62.24278034331401,-31.85025576752812,"2,700,000.0"
Argentina,Roberto Pereyra,Attack,6750000.0,30,-67.51685985738128,-34.58865418987235,"6,750,000.0"
Argentina,Nahuel Molina,Defender,9000000.0,23,-58.43201977310525,-32.9801582447886,"9,000,000.0"
Argentina,Nehuen Perez,Defender,4500000.0,21,-69.42721829222009,-33.66961769578616,"4,500,000.0"
Argentina,Sergio Romero,Goalkeeper,900000.0,34,-64.18348471010262,-25.88589219005525,"900,000.0"
Argentina,Fernando Muslera,Goalkeeper,1620000.0,35,-68.23290267278877,-38.41678348931809,"1,620,000.0"
Argentina,Lucas Biglia,Midfield,630000.0,35,-61.18463580795315,-37.09321046421951,"630,000.0"
Argentina,Lautaro Martinez,Attack,63000000.0,24,-64.91271464968811,-43.138552747012525,"63,000,000.0"
Argentina,Joaquin Correa,Attack,23400000.0,27,-67.50135716874217,-27.945502685768552,"23,400,000.0"
Argentina,Jose Luis Palomino,Defender,8100000.0,31,-71.6581451389367,-41.55416585538832,"8,100,000.0"
Argentina,Nicolas Gonzalez,Attack,21600000.0,23,-64.04456706233701,-36.78019343764619,"21,600,000.0"
Argentina,Lucas Martinez Quarta,Defender,13500000.0,25,-65.52204832160474,-38.44419463088859,"13,500,000.0"
Argentina,Juan Musso,Goalkeeper,18000000.0,27,-65.01973037007015,-37.86791574847851,"18,000,000.0"
Argentina,Nicolas Dominguez,Midfield,11700000.0,23,-65.69937195280473,-38.84838517514595,"11,700,000.0"
Argentina,Paulo Dybala,Attack,36000000.0,28,-68.13442061008814,-38.64936458064282,"36,000,000.0"
Argentina,Cristian Ansaldi,Defender,900000.0,35,-69.73235819120835,-37.895207251867205,"900,000.0"
Argentina,Javier Mendoza,Attack,225000.0,29,-58.77062621318242,-36.87528750738276,"225,000.0"
Argentina,Brian Lluy,Defender,180000.0,32,-61.67196004326086,-35.765089417325015,"180,000.0"
Argentina,Elias Pereyra,Defender,315000.0,22,-68.5001745714821,-27.76383799148382,"315,000.0"
Argentina,Diego Rodriguez,Goalkeeper,270000.0,32,-64.79445351284899,-23.795297462560303,"270,000.0"
Argentina,Jorge Correa,Attack,450000.0,28,-69.59386851396535,-40.12750099945052,"450,000.0"
Argentina,Julian Bartolo,Attack,540000.0,25,-61.59833245436752,-26.676534815436632,"540,000.0"
Argentina,Nicolas Oroz,Attack,540000.0,27,-58.396517421547415,-36.81779842326678,"540,000.0"
Argentina,Emiliano Purita,Defender,315000.0,24,-68.81112092151572,-28.30135644157666,"315,000.0"
Argentina,Jeronimo Barrales,Attack,360000.0,34,-62.32255924267093,-24.56271407478509,"360,000.0"
Argentina,Juan Munafo,Midfield,270000.0,33,-63.97794833120077,-38.29916859957041,"270,000.0"
Argentina,Matias Iglesias,Midfield,90000.0,36,-67.82454353406958,-41.58684183278318,"90,000.0"
Argentina,Federico Alvarez,Defender,405000.0,27,-62.86428004530809,-32.60508830898682,"405,000.0"
Argentina,Franco Ferrari,Defender,540000.0,29,-68.05217418238198,-54.595482006547314,"540,000.0"
Argentina,Nicolas Martinez,Attack,225000.0,34,-62.1921100754104,-32.75376938973821,"225,000.0"
Argentina,Sergio Araujo,Attack,1800000.0,29,-66.41054479317911,-22.60686634945114,"1,800,000.0"
Argentina,Juan Neira,Attack,540000.0,32,-69.73160807148672,-48.13528751856541,"540,000.0"
Argentina,Miguel Mellado,Midfield,540000.0,28,-63.75381304457631,-40.06139037670659,"540,000.0"
Argentina,Sebastian Palacios,Attack,2700000.0,29,-58.65740871153591,-38.16799546878059,"2,700,000.0"
Argentina,Lucas Villafanez,Attack,720000.0,30,-58.11845502045051,-31.206959630710507,"720,000.0"
Argentina,Facundo Sanchez,Defender,540000.0,31,-62.07922134578584,-37.0624216211134,"540,000.0"
Argentina,Fabricio Brener,Attack,225000.0,23,-61.84332246568943,-26.785253069681904,"225,000.0"
Argentina,Rodrigo Erramuspe,Defender,450000.0,31,-67.29927500500814,-31.33503897679249,"450,000.0"
Argentina,Emiliano Buendia,Attack,31500000.0,25,-58.651614127779496,-31.406050652468696,"31,500,000.0"
Argentina,Emiliano Martinez,Goalkeeper,28800000.0,29,-58.00792757483083,-28.953133977653398,"28,800,000.0"
Argentina,Cristian Romero,Defender,36000000.0,23,-65.47961555882056,-29.273107121615,"36,000,000.0"
Argentina,Federico Fernandez,Defender,1800000.0,32,-63.19161678185239,-34.66355152123121,"1,800,000.0"
Argentina,Matias Vargas,Attack,5400000.0,24,-64.28107062928147,-29.741674401447806,"5,400,000.0"
Argentina,Daniel Mancini,Attack,1080000.0,25,-63.90363688975966,-33.12132053347024,"1,080,000.0"
Argentina,Mateo Garcia,Attack,1620000.0,25,-68.38452810504145,-48.789395375245775,"1,620,000.0"
Argentina,Juan Iturbe,Attack,1620000.0,28,-65.69410779740257,-35.30739300485995,"1,620,000.0"
Argentina,Facundo Bertoglio,Attack,720000.0,31,-58.45700005452171,-31.4937271067464,"720,000.0"
Argentina,Manuel Lanzini,Attack,9000000.0,28,-69.05960187663462,-45.86864857501536,"9,000,000.0"
Argentina,Alexis Mac Allister,Attack,9000000.0,23,-62.96261916256991,-26.97826817067082,"9,000,000.0"
Argentina,Adrian Sporle,Defender,450000.0,26,-60.40316558362617,-35.84647124058651,"450,000.0"
Argentina,Fabricio Alvarenga,Attack,270000.0,25,-70.85845692738928,-41.082490972956826,"270,000.0"
Argentina,Ivan Rossi,Midfield,450000.0,28,-59.98065907441804,-37.0099846915532,"450,000.0"
Argentina,Willy Caballero,Goalkeeper,225000.0,40,-66.65374085538652,-31.176205754286254,"225,000.0"
Argentina,Hernan De La Fuente,Defender,900000.0,24,-57.570695526562574,-28.640922868446044,"900,000.0"
Argentina,Nicolas Gaitan,Attack,450000.0,33,-64.73272355026198,-23.60584444254536,"450,000.0"
Argentina,Agustin Marchesin,Goalkeeper,3600000.0,33,-70.03223514850818,-32.62402023637513,"3,600,000.0"
Argentina,Lucho Vega,Attack,180000.0,22,-66.06983194273128,-47.74603033112621,"180,000.0"
Argentina,Alan Ruiz,Midfield,450000.0,28,-64.53413776162068,-34.79435737349694,"450,000.0"
Argentina,Lisandro Magallan,Defender,2250000.0,28,-53.92282789132446,-26.083085223224742,"2,250,000.0"
Argentina,Nicolas Otamendi,Defender,3150000.0,33,-64.90693218516563,-34.575095698569726,"3,150,000.0"
Argentina,Leonardo Balerdi,Defender,9000000.0,22,-70.87434913433155,-44.88327474033292,"9,000,000.0"
Argentina,Walter Benitez,Goalkeeper,12600000.0,28,-60.61248536341651,-30.54408350716505,"12,600,000.0"
Argentina,Facundo Medina,Defender,9900000.0,22,-62.559401117021615,-33.263818714380626,"9,900,000.0"
Argentina,Franco Cervi,Attack,4500000.0,27,-67.0177991814389,-32.61123040431809,"4,500,000.0"
Argentina,Mauro Icardi,Attack,19800000.0,28,-67.82907560207839,-34.05980490076243,"19,800,000.0"
Argentina,Lionel Messi,Attack,45000000.0,34,-58.91576843773594,-33.33104206986528,"45,000,000.0"
Argentina,Leandro Paredes,Midfield,15300000.0,27,-64.16472550696888,-26.862454225801425,"15,300,000.0"
Argentina,Augusto Solari,Midfield,2250000.0,29,-61.64110548943164,-28.914593491855378,"2,250,000.0"
Argentina,Matias Dituro,Goalkeeper,900000.0,34,-63.13181881760826,-31.168604859100974,"900,000.0"
Argentina,Oscar Trejo,Attack,2700000.0,33,-66.50955638583332,-32.29952281989381,"2,700,000.0"
Argentina,Guido Carrillo,Attack,1350000.0,30,-68.1641921349295,-25.00778243631048,"1,350,000.0"
Argentina,Ezequiel Ponce,Attack,4500000.0,24,-69.25657700535947,-33.248713598927935,"4,500,000.0"
Argentina,Lucas Boye,Attack,13500000.0,25,-64.02825948205836,-36.9655617071995,"13,500,000.0"
Argentina,Pablo Piatti,Attack,900000.0,32,-58.45043868110676,-28.289028628569607,"900,000.0"
Argentina,Angel Di Maria,Attack,10800000.0,33,-65.31038664795356,-41.78281127404407,"10,800,000.0"
Argentina,Ivan Marcone,Midfield,1800000.0,31,-68.18819798278929,-31.26014110392493,"1,800,000.0"
Argentina,Esteban Saveljich,Defender,720000.0,30,-66.9088244881716,-24.12110436879456,"720,000.0"
Argentina,Javier Pastore,Attack,810000.0,32,-65.69148012608014,-30.88857879744244,"810,000.0"
Argentina,Franco Russo,Defender,1080000.0,27,-65.15765365299956,-37.77654059110552,"1,080,000.0"
Argentina,Rodrigo Battaglia,Midfield,1620000.0,30,-70.66865801022915,-48.56550245420679,"1,620,000.0"
Argentina,Santiago Arzamendia,Defender,1620000.0,23,-64.59360897481194,-23.693111266525182,"1,620,000.0"
Argentina,Jeremias Ledesma,Goalkeeper,5400000.0,28,-57.55972348155294,-37.830716684966106,"5,400,000.0"
Argentina,Gonzalo Escalante,Midfield,2250000.0,28,-68.9776255290646,-33.10457558113441,"2,250,000.0"
Argentina,Nahuel Tenaglia,Defender,2700000.0,25,-62.819735398303486,-27.425145273812536,"2,700,000.0"
Argentina,Rodrigo De Paul,Midfield,36000000.0,27,-66.53985231986935,-37.189994576112696,"36,000,000.0"
Argentina,Angel Correa,Attack,40500000.0,26,-63.00431813652669,-30.93970810716496,"40,500,000.0"
Argentina,Giovani Lo Celso,Midfield,19800000.0,25,-71.74170926267065,-50.746479963775165,"19,800,000.0"
Argentina,Geronimo Rulli,Goalkeeper,5400000.0,29,-58.86190395407266,-37.36468843418071,"5,400,000.0"
Argentina,Guido Rodriguez,Midfield,22500000.0,27,-60.33089853659193,-33.628586055429935,"22,500,000.0"
Argentina,German Pezzella,Defender,4500000.0,30,-70.0254505712171,-35.917546453508024,"4,500,000.0"
Argentina,Juan Foyth,Defender,22500000.0,23,-64.48496770131459,-25.50381384137848,"22,500,000.0"
Argentina,Jonathan Silva,Defender,1620000.0,27,-69.9650841442761,-29.27481218844544,"1,620,000.0"
Argentina,Santiago Ascacibar,Midfield,6750000.0,24,-61.30207216284902,-37.60662640125585,"6,750,000.0"
Argentina,Lucas Ocampos,Attack,22500000.0,27,-63.02644377455019,-32.96140944618851,"22,500,000.0"
Argentina,Papu Gomez,Attack,5400000.0,33,-67.4918999009447,-31.099250237890523,"5,400,000.0"
Argentina,Erik Lamela,Attack,14400000.0,29,-63.34624290594742,-24.50458361026685,"14,400,000.0"
Argentina,Gonzalo Montiel,Defender,12600000.0,24,-72.24957729185671,-50.52488790470032,"12,600,000.0"
Argentina,Marcos Acuna,Defender,16200000.0,30,-68.87626711523303,-28.40006127502837,"16,200,000.0"
Argentina,Mateo Klimowicz,Attack,1800000.0,21,-62.75953043939714,-23.555327492871477,"1,800,000.0"
Argentina,Lucas Masoero,Defender,810000.0,26,-69.22082314738711,-50.552958311467854,"810,000.0"
Argentina,Marcos Senesi,Defender,10800000.0,24,-61.60995753313965,-24.723284140616588,"10,800,000.0"
Argentina,Lucas Alario,Attack,9000000.0,29,-65.84209743616549,-37.38838046456935,"9,000,000.0"
Argentina,Exequiel Palacios,Midfield,13500000.0,23,-61.18543191392725,-28.55672077609969,"13,500,000.0"
Argentina,Nicolas Tagliafico,Defender,10800000.0,29,-65.67417592704021,-41.7908495376933,"10,800,000.0"
Argentina,Lisandro Martinez,Defender,28800000.0,23,-58.3514194765318,-27.96256504947413,"28,800,000.0"
Argentina,Maximiliano Romero,Attack,2700000.0,22,-60.52367863546869,-37.238079551311785,"2,700,000.0"
Argentina,Chimy Avila,Attack,7200000.0,27,-59.83920642553917,-36.570695876486965,"7,200,000.0"
Chile,Francisco Sierralta,Defender,1350000.0,24,-69.93526656440623,-21.75009381743623,"1,350,000.0"
Chile,Angelo Sagal,Attack,1350000.0,28,-71.47152428990387,-37.226220239752834,"1,350,000.0"
Chile,Pablo Galdames,Midfield,2520000.0,25,-72.4029978833265,-43.91598603933072,"2,520,000.0"
Chile,Erick Pulgar,Midfield,5850000.0,27,-72.8159660641231,-51.15804008402738,"5,850,000.0"
Chile,Alexis Sanchez,Attack,3150000.0,33,-72.16226672044999,-45.20323068291443,"3,150,000.0"
Chile,Arturo Vidal,Midfield,2250000.0,34,-70.5478320734269,-54.20501738844437,"2,250,000.0"
Chile,Luis Rojas,Attack,1080000.0,19,-73.59393499003016,-51.16610443256252,"1,080,000.0"
Chile,Gary Medel,Defender,900000.0,34,-73.8052888465113,-42.756472397216186,"900,000.0"
Chile,Martin Rodriguez,Attack,900000.0,27,-72.81520367979213,-38.30394948536952,"900,000.0"
Chile,Cesar Pinares,Attack,1350000.0,30,-73.85602342738625,-41.24698788329687,"1,350,000.0"
Chile,Juan Delgado,Attack,900000.0,28,-70.09050679065025,-19.76176155731836,"900,000.0"
Chile,Guillermo Maripan,Defender,13500000.0,27,-70.94413427655857,-33.00540504393557,"13,500,000.0"
Chile,Enzo Roco,Defender,1800000.0,29,-72.83038387525202,-38.68366810418537,"1,800,000.0"
Chile,Tomas Alarcon,Midfield,2700000.0,22,-70.86995050001767,-28.900428812624053,"2,700,000.0"
Chile,Claudio Bravo,Goalkeeper,900000.0,38,-73.82860443931307,-53.18916051389806,"900,000.0"
Chile,Charles Aranguiz,Midfield,4500000.0,32,-69.16147755735693,-23.44619148739679,"4,500,000.0"
Kenya,Awer Mabil,Attack,1620000.0,26,37.69255623490545,0.906061199328568,"1,620,000.0"
Kenya,Joseph Okumu,Defender,4050000.0,24,39.98648881073023,-2.7915254839830395,"4,050,000.0"
Chad,Marius,Attack,405000.0,23,14.501734673543172,9.788020468394857,"405,000.0"
Chad,Loum Tchaouna,Attack,1800000.0,18,21.498394922043623,15.828855382623876,"1,800,000.0"
Chad,Casimir Ninga,Attack,1080000.0,28,21.281187229402864,11.787849378136514,"1,080,000.0"
Haiti,Hannes Delcroix,Defender,3150000.0,22,-72.27930842187823,18.605221473401546,"3,150,000.0"
Dominican Republic,Junior Firpo,Defender,10800000.0,25,-70.69007497389879,19.31789735796448,"10,800,000.0"
Dominican Republic,Jhondly Van Der Meer,Defender,45000.0,19,-70.5283695933754,18.39462861164589,"45,000.0"
Russia,Kirill Folmer,Midfield,360000.0,21,94.73987606225847,65.47043921466857,"360,000.0"
Russia,Dmitri Vorobyev,Attack,450000.0,24,54.07677723724888,52.53935560545517,"450,000.0"
Russia,Shapi Suleymanov,Attack,3150000.0,22,52.468164462858425,62.20518684768327,"3,150,000.0"
Russia,Vladimir Iljin,Attack,900000.0,29,57.33181022587439,51.99953411764776,"900,000.0"
Russia,Ruslan Apekov,Attack,360000.0,21,78.03589259053433,63.50072268910261,"360,000.0"
Russia,Eduard Spertsyan,Attack,5400000.0,21,76.17529154649696,63.78448988531203,"5,400,000.0"
Russia,Aleks Matsukatov,Midfield,360000.0,22,39.0589314519606,44.289429263308826,"360,000.0"
Russia,Nikita Krivtsov,Attack,900000.0,19,58.66865315507184,54.088620386770366,"900,000.0"
Russia,Vyacheslav Yakimov,Midfield,360000.0,23,114.37259732802102,57.99097434248087,"360,000.0"
Russia,Sergey Volkov,Defender,450000.0,19,160.99165106843225,63.19344512314879,"450,000.0"
Russia,Oleg Isaenko,Defender,540000.0,21,150.77063715581636,66.43198351031265,"540,000.0"
Russia,Evgeniy Chernov,Defender,900000.0,29,63.4343446673314,64.00047266561941,"900,000.0"
Russia,Aleksandr Chernikov,Midfield,2250000.0,21,56.66900512998436,65.32164983300602,"2,250,000.0"
Russia,Vyacheslav Litvinov,Defender,630000.0,20,138.18246108735303,70.26616777630493,"630,000.0"
Russia,Sergey Borodin,Defender,540000.0,22,110.36345910315111,50.790188375025934,"540,000.0"
Russia,Egor Sorokin,Defender,2250000.0,26,114.82467295072588,53.78010924257135,"2,250,000.0"
Russia,Matvey Safonov,Goalkeeper,14400000.0,22,93.22912665387594,57.66430020383932,"14,400,000.0"
Russia,Stanislav Agkatsev,Goalkeeper,540000.0,19,161.83424707377952,67.15115032977218,"540,000.0"
Russia,Georgi Melkadze,Attack,720000.0,24,178.52282438932923,65.1637063957231,"720,000.0"
Russia,Kirill Zaika,Defender,1350000.0,29,85.71807460800068,61.48781797183267,"1,350,000.0"
Russia,Artem Makarchuk,Defender,810000.0,26,54.97433040158592,53.51049078922418,"810,000.0"
Russia,Timofey Margasov,Defender,1350000.0,29,109.92264851659296,64.63724164384183,"1,350,000.0"
Russia,Igor Yurganov,Defender,900000.0,28,53.62311924855016,55.84588856553873,"900,000.0"
Russia,Danila Prokhin,Defender,2880000.0,20,136.59380125093804,45.24679998494525,"2,880,000.0"
Russia,Denis Adamov,Goalkeeper,900000.0,23,135.54630691430987,66.07703207212691,"900,000.0"
Russia,Maksim Turishchev,Attack,315000.0,19,41.82888311138871,46.928166590776,"315,000.0"
Russia,Danila Proshlyakov,Attack,135000.0,21,41.382876120550776,49.15910345708347,"135,000.0"
Russia,Stepan Melnikov,Attack,270000.0,19,40.234417621643615,60.83810523342356,"270,000.0"
Russia,Nikolay Komlichenko,Attack,2700000.0,26,104.8779717865586,56.09766502388652,"2,700,000.0"
Russia,Egor Golenkov,Attack,315000.0,22,127.87504085850134,60.22625474984271,"315,000.0"
Russia,Kirill Shchetinin,Attack,675000.0,19,156.0002347036612,53.47269471988215,"675,000.0"
Russia,Danila Sukhomlinov,Attack,630000.0,19,94.09229986798964,52.33322461648034,"630,000.0"
Russia,Roman Tugarev,Attack,810000.0,23,133.08561142505278,55.1569837010608,"810,000.0"
Russia,Danil Glebov,Midfield,4500000.0,22,42.674074578904026,44.0467658960046,"4,500,000.0"
Russia,Denis Terentjev,Defender,675000.0,29,81.05602909618693,52.65342298160453,"675,000.0"
Russia,Andrey Langovich,Defender,675000.0,18,131.90260686366628,69.51445499692375,"675,000.0"
Russia,Nikolay Poyarkov,Defender,630000.0,22,113.82573638071916,65.24058664185634,"630,000.0"
Russia,Nikita Kotin,Defender,135000.0,19,121.60695505977908,70.15895177984865,"135,000.0"
Russia,Aleksandr Mukhin,Defender,135000.0,19,42.64022292697345,59.41200589937546,"135,000.0"
Russia,Maksim Osipenko,Defender,3150000.0,27,35.35868621661845,62.69312721588393,"3,150,000.0"
Russia,Viktor Melekhin,Defender,900000.0,18,75.28624144834421,54.37281731671071,"900,000.0"
Russia,Vladislav Cherny,Attack,90000.0,18,98.83570420413974,73.64765533867444,"90,000.0"
Russia,Rifat Zhemaletdinov,Attack,6750000.0,25,108.7740352397542,53.70097308464639,"6,750,000.0"
Russia,Anton Miranchuk,Attack,4500000.0,26,31.54582798001704,60.92214485013388,"4,500,000.0"
Russia,Dmitri Rybchinskiy,Midfield,1800000.0,23,136.46883059078505,64.70211361210129,"1,800,000.0"
Russia,Maksim Petrov,Midfield,720000.0,20,65.60276748323147,63.48735480268232,"720,000.0"
Russia,Sergey Babkin,Midfield,720000.0,19,36.357067109202205,62.125708048280046,"720,000.0"
Russia,Daniil Kulikov,Midfield,2250000.0,23,82.39690581913118,64.70894033902192,"2,250,000.0"
Russia,Konstantin Maradishvili,Midfield,2700000.0,21,98.10604889797968,51.557070049916135,"2,700,000.0"
Russia,Dmitri Barinov,Midfield,9900000.0,25,124.383588781313,63.98113002016972,"9,900,000.0"
Russia,Dmitri Zhivoglyadov,Defender,1800000.0,27,122.39689240790445,54.097685131057375,"1,800,000.0"
Russia,Nair Tiknizyan,Defender,2250000.0,22,97.90922195834032,58.70383674858087,"2,250,000.0"
Russia,Artur Chernyi,Defender,270000.0,21,112.81397126530766,63.789074515495685,"270,000.0"
Russia,Stanislav Magkeev,Defender,2250000.0,22,160.41063625898855,63.4040755834596,"2,250,000.0"
Russia,Maksim Nenakhov,Defender,1350000.0,23,97.97944862330525,71.33496441257375,"1,350,000.0"
Russia,Andrey Savin,Goalkeeper,225000.0,22,110.91268313723492,56.1658604376149,"225,000.0"
Russia,Daniil Khudyakov,Goalkeeper,900000.0,17,99.46455473425743,59.35978673978546,"900,000.0"
Russia,Aleksey Miranchuk,Attack,9900000.0,26,40.73686235306289,65.89731158990641,"9,900,000.0"
Russia,Ivan Konovalov,Goalkeeper,270000.0,27,152.89057433619706,65.56753135636419,"270,000.0"
Russia,Vladyslav Kalitvintsev,Midfield,900000.0,28,142.90751548209658,53.72026025412968,"900,000.0"
Russia,Ivan Zlobin,Goalkeeper,360000.0,24,126.4605561662845,69.71424361324284,"360,000.0"
Russia,Aleksandr Golovin,Attack,22500000.0,25,59.078367213829296,74.96140836546434,"22,500,000.0"
Russia,Timur Suleymanov,Attack,630000.0,21,95.0695424408368,57.94053312770435,"630,000.0"
Russia,Ilya Berkovskiy,Attack,450000.0,21,146.4374219843358,63.2477708611147,"450,000.0"
Russia,Igor Gorbunov,Midfield,540000.0,27,130.58920645856563,52.80022708801275,"540,000.0"
Russia,Albert Sharipov,Midfield,450000.0,28,44.40457718186991,53.81287231289809,"450,000.0"
Russia,Pavel Karasev,Midfield,450000.0,29,35.49975434830208,55.47466669118644,"450,000.0"
Russia,Kirill Kravtsov,Midfield,720000.0,19,67.83119791015676,63.05771175122825,"720,000.0"
Russia,Nikita Kakkoev,Midfield,810000.0,22,43.22556832884223,54.60101367291119,"810,000.0"
Russia,Nikolay Kalinskiy,Midfield,1350000.0,28,107.00705909974266,60.72901113564955,"1,350,000.0"
Russia,Daniil Penchikov,Defender,225000.0,23,80.62832469847388,71.15617051608857,"225,000.0"
Russia,Viktor Aleksandrov,Defender,270000.0,19,139.76461165835394,70.23648591627342,"270,000.0"
Russia,Kirill Gotsuk,Defender,900000.0,29,98.9051998574231,52.273314973391045,"900,000.0"
Russia,Artur Anisimov,Goalkeeper,270000.0,29,60.72661660047902,50.95616746220658,"270,000.0"
Russia,Nikita Goylo,Goalkeeper,315000.0,23,126.19381012987895,57.20558626729813,"315,000.0"
Russia,Evgeniy Markov,Attack,540000.0,27,135.90457465279275,62.29429686648795,"540,000.0"
Russia,Ayaz Guliev,Midfield,630000.0,25,93.0054960087291,70.00723116715176,"630,000.0"
Russia,Vladislav Panteleev,Attack,360000.0,25,56.413612934103895,61.77164934646713,"360,000.0"
Russia,Danil Stepanov,Defender,1800000.0,21,41.82975091106965,66.31141013890884,"1,800,000.0"
Russia,Artem Sokol,Defender,540000.0,24,69.79719826982102,56.81978338998418,"540,000.0"
Russia,Egor Shamov,Goalkeeper,270000.0,27,141.931833838498,59.82435098903619,"270,000.0"
Russia,Artem Sukhanov,Defender,225000.0,20,91.79619470743472,70.38156678547284,"225,000.0"
Russia,Kirill Klimov,Attack,180000.0,20,142.1985905504647,75.2251795864355,"180,000.0"
Russia,Dmitri Tsypchenko,Attack,540000.0,22,105.27161471502308,58.823666844414646,"540,000.0"
Russia,Yaroslav Gladyshev,Attack,360000.0,18,95.59876060199991,55.34328522654399,"360,000.0"
Russia,Mikhail Ageev,Attack,225000.0,21,124.10664942489336,70.03576614785551,"225,000.0"
Russia,Aleksandr Yushin,Attack,450000.0,26,125.10863044668169,69.91466030516406,"450,000.0"
Russia,Ramazan Gadzhimuradov,Attack,630000.0,23,50.88980367441681,54.17262225414149,"630,000.0"
Russia,Vyacheslav Podberezkin,Attack,540000.0,29,81.92268615614245,71.23540363594253,"540,000.0"
Russia,Yuri Zheleznov,Midfield,360000.0,19,60.45211190745377,61.95348944610586,"360,000.0"
Russia,Aleksey Evseev,Midfield,270000.0,27,34.31722270050008,58.79268087077297,"270,000.0"
Russia,Andrey Egorychev,Midfield,810000.0,28,133.12742940651816,51.18275506036284,"810,000.0"
Russia,Roman Emeljanov,Midfield,360000.0,29,110.1896887087306,64.82688141475651,"360,000.0"
Russia,Chingiz Magomadov,Defender,270000.0,23,35.683115935843915,61.17342493117009,"270,000.0"
Russia,Leo Goglichidze,Defender,540000.0,24,91.79534677811448,68.9875338745273,"540,000.0"
Russia,Aleksey Gerasimov,Defender,540000.0,28,138.8744052245384,58.26754274154695,"540,000.0"
Russia,Artem Mamin,Defender,360000.0,24,108.70351023882904,58.90192301699054,"360,000.0"
Russia,Ilya Pomazun,Goalkeeper,1620000.0,25,112.17611186966252,52.18528893046129,"1,620,000.0"
Russia,Ivan Sergeev,Attack,3600000.0,26,142.95819719714353,49.53358230470958,"3,600,000.0"
Russia,Abubakar Kadyrov,Attack,23000.0,25,155.3141891511309,65.95229144064832,"23,000.0"
Russia,Idris Umaev,Attack,360000.0,22,60.765124821845234,65.53613384657851,"360,000.0"
Russia,Khalid Kadyrov,Attack,23000.0,27,62.70286856937793,69.10398355800255,"23,000.0"
Russia,Vladislav Karapuzov,Attack,540000.0,21,81.9625930056161,56.19059998953261,"540,000.0"
Russia,Artem Arkhipov,Attack,360000.0,25,99.26553066060468,67.43558013087392,"360,000.0"
Russia,Igor Konovalov,Midfield,1080000.0,25,38.59450875440084,67.67691645851022,"1,080,000.0"
